Key,Source,Context,Changes,English
resourceCarbonFiberGripsDesc,items,Item,New,"Type: [decea3]Advanced Weapon[-] [FF684F](Rare Schematic.)[-]\nMaterial: [decea3]Carbon Fiber[-]\nUnlocks: [decea3]Carbon Fiber Grips[-]\n\n Grips designed for the Desert Eagle."

resourceTacticalShotgunCasing,items,Item,New,[772AB8]Tactical Shotgun Casing
resourceTacticalShotgunCasingDesc,items,Item,New,"Type: [decea3]Advanced Brass[-] [FF684F](Forge required to build.)[-]\nMaterial: [decea3]Brass[-]\nUnlocked by: [decea3]Forge[-]\n\n Tactical Shotgun Casing."
resourceShotgunSlugCF,items,Item,New,[772AB8]Tactical Shotgun Slug CF
resourceShotgunSlugCFDesc,items,Item,New,"Type: [decea3]Advanced Ammo[-] [FF684F](Rare Schematic required to build.)[-]\nMaterial: [decea3]Brass/Carbon Fiber[-]\nUnlocked by: [decea3]Carbon Fiber Schematic[-]\n\n The addition of nonconductive carbon fiber keeps the electrical parts from pre-igniting the gunpowder."

resourceBrassBulletTip,items,Item,New,[772AB8]Brass Bullet Tip
resourceBrassBulletTipDesc,items,Item,New,"Type: [decea3]Advanced Ammo[-] [FF684F](Forge required to build.)[-]\nMaterial: [decea3]Brass[-]\nUnlocked by: [decea3]Forge[-]\n\n Brass Bullet Tip."



meleeKmeusKlub,items,Melee,New,[772AB8]Kmeu's Klub
meleeKmeusKlubDesc,items,Melee,New,"Type: [decea3]Advanced Melee Weapon[-] [FF684F](Rare Schematic required to build.)[-]\nMaterial: [decea3]Carbon Fiber/Lead[-]\nUnlocked by: [decea3]Carbon Fiber Schematic[-]\n\n It's said Kmeu never went anywhere without his faithful Custom crafted club."

perkMasterCraftsmanDesc,progression,Perk,New,"Long years of surviving have paid off."
perkMasterCraftsmanName,progression,Perk,New,Master Craftsman
perkMasterCraftsmanRank1Desc,progression,Perk,New,
perkMasterCraftsmanRank1LongDesc,progression,Perk,New,
perkMasterCraftsmanRank2Desc,progression,Perk,New,
perkMasterCraftsmanRank2LongDesc,progression,Perk,New,
perkMasterCraftsmanRank3Desc,progression,Perk,New,Fortitude Master
perkMasterCraftsmanRank3LongDesc,progression,Perk,New,
perkMasterCraftsmanRank4Desc,progression,Perk,New,
perkMasterCraftsmanRank4LongDesc,progression,Perk,New,
perkMasterCraftsmanRank5Desc,progression,Perk,New,Master Craftsman
perkMasterCraftsmanRank5LongDesc,progression,Perk,New,"You have worked hard and have learned many skills. Tier 6 Items are now craftable."
