Key,Source,Context,Changes,English
resourceCarbonFiberSchematicDesc,items,Item,New,"Type: [decea3]Advanced Fiber[-] [FF684F](This Schematic is required to build multiple items.)[-]\nMaterial: [decea3]Carbon Fiber[-]\nUnlocked by: [decea3]Rare Loot[-]\n\n A Strong lightweight material."
resourceCarbonFiberStock,items,Item,New,[772AB8]Carbon Fiber Stock
resourceCarbonFiberStockDesc,items,Item,New,"Type: [decea3]Advanced Fiber[-] [FF684F](Rare Schematic required to build.)[-]\nMaterial: [decea3]Carbon Fiber[-]\nUnlocked by: [decea3]Carbon Fiber Schematic[-]\n\n A Strong lightweight material."
resourceCarbonFiberGrips,items,Item,New,[772AB8]Carbon Fiber Grips
resourceCarbonFiberGripsDesc,items,Item,New,"Type: [decea3]Advanced Weapon[-] [FF684F](Rare Schematic.)[-]\nMaterial: [decea3]Carbon Fiber[-]\nUnlocks: [decea3]Carbon Fiber Grips[-]\n\n Grips designed for the Desert Eagle."

resourceTacticalShotgunCasing,items,Item,New,[772AB8]Tactical Shotgun Casing
resourceTacticalShotgunCasingDesc,items,Item,New,"Type: [decea3]Advanced Brass[-] [FF684F](Forge required to build.)[-]\nMaterial: [decea3]Brass[-]\nUnlocked by: [decea3]Forge[-]\n\n Tactical Shotgun Casing."
resourceShotgunSlugCF,items,Item,New,[772AB8]Tactical Shotgun Slug CF
resourceShotgunSlugCFDesc,items,Item,New,"Type: [decea3]Advanced Ammo[-] [FF684F](Rare Schematic required to build.)[-]\nMaterial: [decea3]Brass/Carbon Fiber[-]\nUnlocked by: [decea3]Carbon Fiber Schematic[-]\n\n The addition of nonconductive carbon fiber keeps the electrical parts from pre-igniting the gunpowder."

resourceBrassBulletTip,items,Item,New,[772AB8]Brass Bullet Tip
resourceBrassBulletTipDesc,items,Item,New,"Type: [decea3]Advanced Ammo[-] [FF684F](Forge required to build.)[-]\nMaterial: [decea3]Brass[-]\nUnlocked by: [decea3]Forge[-]\n\n Brass Bullet Tip."

resourceShotgunCasingCF,items,Item,New,[772AB8]Shotgun Casing CF
resourceShotgunCasingCFDesc,items,Item,New,"Type: [decea3]Advanced Ammo[-] [FF684F](Chemistry Station required to build.)[-]\nMaterial: [decea3]Carbon Fiber[-]\nUnlocked by: [decea3]Chemistry Station[-]\n\n Shotgun Casing CF."

resourceScrapCarbonFiber,items,Item,New,[772AB8]Scrap Carbon Fiber
resourceScrapCarbonFiberDesc,items,Item,New,"Type: [decea3]Advanced Fiber[-] [FF684F](Rare Schematic required to build.)[-]\nMaterial: [decea3]Carbon Fiber[-]\nUnlocked by: [decea3]Carbon Fiber Schematic[-]\n\n Scrap Carbon Fiber"

meleeKmeusKlub,items,Melee,New,[772AB8]Kmeu's Klub
meleeKmeusKlubDesc,items,Melee,New,"Type: [decea3]Advanced Melee Weapon[-] [FF684F](Rare Schematic required to build.)[-]\nMaterial: [decea3]Carbon Fiber/Lead[-]\nUnlocked by: [decea3]Carbon Fiber Schematic[-]\n\n It's said Kmeu never went anywhere without his faithful Custom crafted club."
meleeKmeusKlubSchematic,items,Item,New,[772AB8]Kmeu's Klub Schematic
meleeKmeusKlubSchematicDesc,items,Item,New,"Type: [decea3]Advanced Weapon[-] [FF684F](Rare Schematic.)[-]\nMaterial: [decea3]Carbon Fiber/Steel[-]\nUnlocks: [decea3]Kmeu's Klub[-]\n\n Reading this schematic will teach you how to build this weapon.\nNot much is known about this weapon, but it's very powerful."

resourceCarbonFiberTube,items,Item,New,[772AB8]Carbon Fiber Tube
resourceCarbonFiberTubeDesc,items,Item,New,"Type: [decea3]Advanced Ammo[-] [FF684F](Chemistry Station required to build.)[-]\nMaterial: [decea3]Carbon Fiber[-]\nUnlocked by: [decea3]Chemistry Station[-]\n\n Carbon Fiber Tube for Kmeu's Klub."
resourceBrassCore,items,Item,New,[772AB8]Brass Core
resourceBrassCoreDesc,items,Item,New,"Type: [decea3]Advanced Weapon[-] [FF684F](Forge required to build.)[-]\nMaterial: [decea3]Brass[-]\nUnlocked by: [decea3]Forge[-]\n\n Brass Core for Kmeu's Klub."

mill,blocks,Workstation,New,[772AB8]Mill
millDesc,blocks,Workstation,New,"Type: [decea3]Advanced Workstation[-] [FF684F](Advanced Engineering required to build.)[-]\nMaterial: [decea3]Steel[-]\nUnlocked by: [decea3]Advanced Engineering[-]\n\n This Mill can be used to create parts for weapons and tools."

toolCalipers,items,Tool,New,Calipers
toolCalipersDesc,items,Tool,New,"Type: [decea3]Mill Tool[-] [FF684F](Mill required to build.)[-]\nMaterial: [decea3]Steel[-]\nUnlocked by: [decea3]Mill[-]\n\n Calipers are needed for acurate milling of material."
toolTailstock,items,Tool,New,Tailstock
toolTailstockDesc,items,Tool,New,"Type: [decea3]Mill Tool[-] [FF684F](Tool And Die Set required to build.)[-]\nMaterial: [decea3]Steel[-]\nUnlocked by: [decea3]Mill[-]\n\n Tailstocks are usually for Lathes, but the Mill can be configured to make barrels with this tooling."

resourceCarbonFiberBillet,items,Item,New,[772AB8]Carbon Fiber Billet
resourceCarbonFiberBilletDesc,items,Item,New,"Type: [decea3]Advanced Fiber[-] [FF684F](Chemistry Station required to build.)[-]\nMaterial: [decea3]Carbon Fiber[-]\nUnlocked by: [decea3]Chemistry Station[-]\n\n Carbon Fiber Billet for crafting advanced weapons."
resourceCarbonFiberRoll,items,Item,New,[772AB8]Carbon Fiber Roll
resourceCarbonFiberRollDesc,items,Item,New,"Type: [decea3]Advanced Fiber[-] [FF684F](Chemistry Station required to build.)[-]\nMaterial: [decea3]Carbon Fiber[-]\nUnlocked by: [decea3]Chemistry Station[-]\n\n Carbon Fiber Roll."

resourceacb_boltGuide,items,Item,New,[772AB8]Carbon Fiber Bolt Guide
resourceacb_boltGuideDesc,items,Item,New,"Type: [decea3]Advanced Fiber[-] [FF684F](Mill required to build.)[-]\nMaterial: [decea3]Carbon Fiber[-]\nUnlocked by: [decea3]Mill[-]\n\n Carbon Fiber Bolt Guide for Linda's Launcher."
resourceacb_cam,items,Item,New,[772AB8]Carbon Fiber Cam
resourceacb_camDesc,items,Item,New,"Type: [decea3]Advanced Fiber[-] [FF684F](Mill required to build.)[-]\nMaterial: [decea3]Carbon Fiber[-]\nUnlocked by: [decea3]Mill[-]\n\n Carbon Fiber Cam for Linda's Launcher."
resourceacb_forwardAssembly,items,Item,New,[772AB8]Carbon Fiber Forward Assembly
resourceacb_forwardAssemblyDesc,items,Item,New,"Type: [decea3]Advanced Fiber[-] [FF684F](Workbench required to build.)[-]\nMaterial: [decea3]Carbon Fiber[-]\nUnlocked by: [decea3]Mill[-]\n\n Carbon Fiber Forward Assembly for Linda's Launcher."
resourceacb_forwardMount,items,Item,New,[772AB8]Carbon Fiber Forward Mount
resourceacb_forwardMountDesc,items,Item,New,"Type: [decea3]Advanced Fiber[-] [FF684F](Mill required to build.)[-]\nMaterial: [decea3]Carbon Fiber[-]\nUnlocked by: [decea3]Mill[-]\n\n Carbon Fiber Forward Mount for Linda's Launcher."
resourceacb_limbs,items,Item,New,[772AB8]Carbon Fiber Limbs
resourceacb_limbsDesc,items,Item,New,"Type: [decea3]Advanced Fiber[-] [FF684F](Mill required to build.)[-]\nMaterial: [decea3]Carbon Fiber[-]\nUnlocked by: [decea3]Mill[-]\n\n Carbon Fiber Limbs for Linda's Launcher."
resourceacb_stock,items,Item,New,[772AB8]Carbon Fiber Crossbow Stock
resourceacb_stockDesc,items,Item,New,"Type: [decea3]Advanced Fiber[-] [FF684F](Mill required to build.)[-]\nMaterial: [decea3]Carbon Fiber[-]\nUnlocked by: [decea3]Mill[-]\n\n Carbon Fiber Crossbow Stock for Linda's Launcher."
resourceacb_string,items,Item,New,[772AB8]Crossbow String
resourceacb_stringDesc,items,Item,New,"Type: [decea3]Advanced Fiber[-] [FF684F](Mill required to build.)[-]\nMaterial: [decea3]Carbon Fiber[-]\nUnlocked by: [decea3]Workbench[-]\n\n Crossbow String for Linda's Launcher."

resourceDeagleBarrel,items,Item,New,[772AB8]Desert Eagle Barrel
resourceDeagleBarrelDesc,items,Item,New,"Type: [decea3]Weapon Part[-] [FF684F](Tailstock required to build.)[-]\nMaterial: [decea3]Steel[-]\nUnlocked by: [decea3]Mill[-]\n\n Desert Eagle Barrel."
resourceDeagleFrame,items,Item,New,[772AB8]Desert Eagle Frame
resourceDeagleFrameDesc,items,Item,New,"Type: [decea3]Weapon Part[-] [FF684F](Calipers required to build.)[-]\nMaterial: [decea3]Steel[-]\nUnlocked by: [decea3]Mill[-]\n\n Desert Eagle Frame."
resourceDeagleSlide,items,Item,New,[772AB8]Desert Eagle Slide
resourceDeagleSlideDesc,items,Item,New,"Type: [decea3]Weapon Part[-] [FF684F](Calipers required to build.)[-]\nMaterial: [decea3]Steel[-]\nUnlocked by: [decea3]Mill[-]\n\n Desert Eagle Slide."

resourceShotgunBarrel,items,Item,New,[772AB8]Shotgun Barrel
resourceShotgunBarrelDesc,items,Item,New,"Type: [decea3]Weapon Part[-] [FF684F](Tailstock required to build.)[-]\nMaterial: [decea3]Steel[-]\nUnlocked by: [decea3]Mill[-]\n\n Shotgun Barrel."
resourceShotgunButtstock,items,Item,New,[772AB8]Carbon Fiber Shotgun Buttstock
resourceShotgunButtstockDesc,items,Item,New,"Type: [decea3]Weapon Part[-] [FF684F](Mill required to build.)[-]\nMaterial: [decea3]Steel[-]\nUnlocked by: [decea3]Mill[-]\n\n Shotgun Buttstock."
resourceShotgunReceiver,items,Item,New,[772AB8]Shotgun Receiver
resourceShotgunReceiverDesc,items,Item,New,"Type: [decea3]Weapon Part[-] [FF684F](Mill required to build.)[-]\nMaterial: [decea3]Steel[-]\nUnlocked by: [decea3]Mill[-]\n\n Shotgun Receiver."
